,title,year,duration,genres,rating,synopsis,directors,stars
113,Last Chance Tango,2020.0,50,"
Drama            ",,"
Daniel sees Sarah at a concert, a woman who strongly resembles his deceased wife, and hopes to win her love by learning Argentine Tango together. Daniel's co-worker, Lane, tells him of Joan...                ",Sonja Strathearn,"Joseph Thorin,Olivia Welch,Joan Bishop,Jill Beardsley"
114,Dos Pequeñas Navidades,2020.0,60,"
Family            ",,"
        ",Jorge A. Becerra Ferreiro,"Carlos del Campo,Gerardo Reyero,Marlon Rosales"
115,Namaste Nestama,2020.0,152,"
Action            ",,"
        ",K.C. Bokadia,"Brahmanandam,Eshanya Maheshwari,Nassar,Karate Raja"
116,Lady Fighter,,116,"
Action            ",,"
yodha runs Taekwondo school at Bainsa. shakuni misuses the school for his illegal activities. Why did Vedas grow elsewhere? Is thrilling. the last 20 minutes of the fight is very highlight. watch film on the Sucharitha Film Institute app",R. Sucharitha,Ramanujapuram Sucharitha
117,En Sangathu Aala Adichavan Evanda,2020.0,120,"
Drama            ",,"
        ",Naveen Manikandan,"Chitra,Delhi Ganesh,Ramar,Ambani Shankar"
118,Antervyathaa,2020.0,90,"
Drama            ",5.6,"
An investigative officer partners with another person who uses his experiences with fear to handle a case and break a criminal who feels right after committing a crime.",Keshav Arya,"Keshav Arya,Veena Chaudhary,Anuradha Khaira,Gulshan Pandey"
119,Velathaan,2020.0,118,"
Drama            ",,"
        ",Karumadi Rajendra,"Suvarnan Chooranad,Shibu Jayaraj"
120,Pyaar Banam Khap Panchayat,2020.0,118,"
Drama            ",,"
Pyaar Banam Khap Panchayat is a Hindi movie released on 3 Jan, 2020. The movie is directed by Shambhu Purohit and featured Manoj Bakshi, Manoj Pandit and Varun Suri, Sangeeta Kapoor as lead characters.",Shambhu Purohit,"Manoj Pandit,Manoj Bakshi,Donal Bisht"
121,A Dark Past,2020.0,88,"
Drama            ",,"
Cess seems to have it all - a devoted husband and a perfect life. But when her husband plans a weekend away to strengthen their relationship, a horrific event occurs that she can only blame on her dark past.",Babucarr Sohna,"Rohey Camara,Danny Constant,Hadijatou Jagne,Zainab Jallow"
122,Kadhal Vizhigal,2020.0,120,"
Drama            ",,"
        ",Sri Sumathy,Sri Sumathy
123,Anandha Veedu,2020.0,111,"
Drama            ",,"
        ",G. Sugumaran,Gagana Deepika
124,Miss Fisher & the Crypt of Tears,2020.0,101,"
Adventure, Drama, Mystery            ",6.0,"
After freeing a young girl from her unjust imprisonment in Jerusalem, Phryne Fisher begins to unravel a mystery concerning priceless emeralds, ancient curses and the truth behind the suspicious disappearance of Shirin's forgotten tribe.",Tony Tilse,"Essie Davis,Nathan Page,Rupert Penry-Jones,Miriam Margolyes"
125,Stage Mother,2020.0,93,"
Comedy, Drama, Music            ",6.5,"
A conservative church choir director inherits her late son's San Francisco drag club.",Thom Fitzgerald,"Jacki Weaver,Lucy Liu,Adrian Grenier,Mya Taylor"
126,The Serpent,2020.0,89,"
Action, Adventure, Thriller            ",3.0,"
Top special agent Lucinda Kavsky works for a secret part of the CIA. She's given a special assignment but then set up by her own agency.",Gia Skova,"Gia Skova,Travis Aaron Wade,Nigel Vonas,Kristopher Graves"
127,Virtual Death Match,2020.0,108,"
Adventure            ",5.0,"
A group of gamers are selected to take part in a VR competition where only the fittest will survive.",Louisa Warren,"Richard D. Myers,Sarah T. Cohen,Louisa Warren,Tara MacGowran"
128,The Come Up,2020.0,87,"
Drama            ",,"
A hip hop story of two rappers who put their lifelong friendship and lives in jeopardy to chase the ultimate dream - hip hop stardom.",Khalif Jones,"Ashley Dacons,Sirwayne Dattes,Ramek Flemming,Jazaida Hall"
129,Unit Eleven,2020.0,118,"
Action            ",2.2,"
'In the year 2035, survivors of a now almost completely evacuated post-apocalyptic Britain compete for a government bounty to retrieve a mysterious bio weapon known only as Unit Eleven...'",Theo Cane Garvey,"Ieuan Parry,Carl Kendall,Theo Cane Garvey,Helen Andrzejowska"
130,André Rieu - 70 Years Young,2020.0,154,"
Music            ",8.4,"
The Maestro is turning 70 and throwing a lavish birthday party at his castle in Maastricht - during the celebrations André will talk to cinema host Charlotte Hawkins about his life and ...                ",André Rieu,
131,Director,2020.0,60,"
Mystery, Romance, Thriller            ",,"
A struggle between a Director and an inspector to find a missing girl.",Anurag Jha,"Aishwarya Bawne,Dhairya Gupta,Anurag Jha,Yash Krishnani"
132,Scopophobia,2020.0,110,"
Horror            ",,"
Scopophobia is a feature length horror movie from 8 Page Productions. A group of friends begin work on a student film titled ""Among the Trees"" however, after events halt the production of ...                ",Ben Smith,"Inaam Barwani,Aron Coldwell,Alex Godfrey,Ben Smith"
133,5 Hours to Georgia,2020.0,129,"
Drama            ",,"
While traveling to Georgia, three sisters find themselves on a different journey that forces them to face hidden truths they've been running from for years. This is a story of a family in ...                ",LaKesha Lorene,"Sanaa' Archer,Harmoni Bedford,Lyric Bedford,Tionna Belk"
134,MULT v kino. Vypusk # 110,2020.0,46,"
Animation            ",,"
In the new episode, the be-be-bears help Chanterelle with the garden, while Katya and Ef find out how the ski resort works. Also, viewers will see new series of cartoons ""Dragon Tosha"", ""Fantasy Patrol"" and ""Leo and Tig"".","Polina Grekova,Aleksandra Kovtun,Aleksandr Lyutkevich,Vera Myakisheva,Anton Vereshchagin",
135,Adventures of a Mathematician,2020.0,102,"
Biography, Drama            ",5.6,"
The warmhearted story of Polish immigrant and mathematician Stan Ulam, who moved to the U.S. in the 1930s. Stan deals with the difficult losses of family and friends all while helping to create the hydrogen bomb and the first computer.",Thor Klein,"Philippe Tlokinski,Esther Garrel,Sam Keeley,Joel Basman"
136,The Academy of Magic,2020.0,86,"
Animation, Fantasy            ",3.3,"
Aura is gifted with magical abilities; she and her friends have many exciting adventures at the academy, but soon Aura learns that the school hatches many dark secrets that she must uncover. Will she be able to unveil the truth?","Jorgen Klubien,Cindy Robinson","Ben Diskin,Laura Megan Stahl,Michael Johnston,Jamieson Price"
137,"Crazy, Rich and Deadly",2020.0,84,"
Thriller            ",4.8,"
When Brandi arrives at her boyfriend Aaron's family estate, she is surprised to discover that his father is one of the richest men in the country. But as Brandi falls deeper in love, she ...                ",Danny Buday,"Renae Anderson,Jon Briddell,Alanna Foley,Rose Han"
138,An Horror Anthology,2020.0,55,"
Horror            ",5.6,"
A couple takes shelter in a seedy bar. A man hears strange sounds around his house. A good old giallo - Monsters, demons, gunfights, psycho-killers take by storm this brand new anthology.",Chris Rakotomamonjy,"André Chomier,Anne Terret"
139,A Day & A Night,2020.0,98,"
Drama            ",5.7,"
The film revolves around an officer who undertakes research on social issues, especially living in poor neighborhoods at the heart of cairo.",Ayman Makram,"Khaled Nabawy,Ahmad El-Fishawi,Dorra Zarrouk,Muhammad Adel"
140,Operation Anti-wolf,2020.0,75,"
Action, Crime            ",,"
Zhou Yang and Xiao Ke become self-condemned and dispirited because of the tragic death of their comrades-in-arms during the campaign to clean up the dark forces on the border. However, in ...                ",Wenhua Xue,"Li Rui Chao,Chen Xing Xu"
141,Massage the Tape,2020.0,66,"
Horror            ",,"
The sophomore feature film by Stephen McCoy (NIGHTCRAWLERS) is a experimental horror film dealing with stalking, voyeurism, and surveillance in a modern American landscape.",Stephen McCoy,
142,Disentangled,2020.0,86,"
Drama            ",,"
Disentangled follows a budding musical group known as VOS. A member of the group is in coma following a fatal motor accident and has a slim chance of survival. The rest of the group is ...                ",Felix Odion,"Francis Duru,Chelsea Eze,Paul Obazele,Jenna Rothwell"
143,The Rescue,2020.0,139,"
Action, Comedy, Drama            ",6.0,"
A rescue unit within the Chinese Coast Guard are forced to overcome their personal differences to resolve a crisis.",Dante Lam,"Eddie Peng,Yanlin Wang,Zhilei Xin,Lyric Lan"
144,Disclosure,2020.0,84,"
Drama            ",5.9,"
When a 4-year-old girl makes an allegation against the son of a politician, an attempt by the children's parents to resolve the situation soon degenerates into a vicious confrontation.",Michael Bentham,"Geraldine Hakewill,Mark Leonard Winter,Matilda Ridgway,Tom Wren"
145,Killer Camera Monsters,2020.0,86,"
Horror, Thriller            ",2.7,"
A struggling photographer gets more than he bargained for, discovering the truth of what his new camera is really capable of.",Ryan McBay,"Philip Orazio,Bernadette Pérez,Chey Hayes,Lauren Compton"
146,Bad Boys for Life,2020.0,124,"
Action, Comedy, Crime            ",6.5,"
Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city.","Adil El Arbi,Bilall Fallah","Will Smith,Martin Lawrence,Vanessa Hudgens,Alexander Ludwig"
147,Underwater,2020.0,95,"
Action, Horror, Sci-Fi            ",5.8,"
A crew of oceanic researchers working for a deep sea drilling company try to get to safety after a mysterious earthquake devastates their deepwater research and drilling facility located at the bottom of the Mariana Trench.",William Eubank,"Kristen Stewart,Vincent Cassel,Mamoudou Athie,T.J. Miller"
148,Like a Boss,2020.0,83,"
Comedy            ",4.7,"
Two friends with very different ideals start a beauty company together. One is more practical while the other wants to earn her fortune and live a lavish lifestyle.",Miguel Arteta,"Tiffany Haddish,Rose Byrne,Salma Hayek,Karan Soni"
149,Bulletproof 2,2020.0,97,"
Action, Comedy            ",3.6,"
Set 25 years after, Jack is now working as a Special Agent with a mission to take down a powerful South African crime family. The officer begrudgingly goes undercover once again, this time taking the identity of Moses.",Don Michael Paul,"Faizon Love,Kirk Fox,Tony Todd,Cassie Clare"
150,The Bet,2020.0,101,"
Comedy            ",4.0,"
A woman makes a bet with her husband that she can get the next man she sees to propose to her.",Joan Carr-Wiggin,"Natasha Little,Douglas Hodge,Colin Salmon,Linda Kash"
151,Friend Request,2020.0,87,"
Thriller            ",5.1,"
A successful family man is seduced by an ex-girlfriend who is out for revenge for a past wrongdoing.",Roger M. Bobb,"Kruze Princeton Dillard,Tanya Alina Galván,Marc Grapey,Vicky Jeudy"
152,High School Girls,2020.0,100,"
Comedy, Drama, Romance            ",4.3,"
The story follows five teenage girls as they try to discover themselves but they face a lot of trouble and difficulties during high school.","Mohamed Farouk,Mahmoud Kamel","Bassem Mouris Adly,Bassant Al-Nabrawi,Mohamed Al-Sharnuby,Jamila Awad"
153,Groundhog Dave 2,2020.0,68,"
Animation, Comedy            ",5.3,"
Its almost springtime, and the whole town eagerly awaits Groundhog Daves annual end-of-winter presentation - but this year, Daves had a startling premonition that foretells the end of the ...                ",James Snider,
154,Lindenberg! Mach dein Ding,2020.0,139,"
Biography, Music            ",6.5,"
The life story of music icon Udo Lindenberg who revolutionized the German music industry.",Hermine Huntgeburth,"Jan Bülow,Jesse Hansen,Julia Jentsch,Benjamin Friedhoff"
155,Savage Creatures,2020.0,75,"
Horror            ",4.2,"
On the eve of Judgement Day, predatory cannibals abduct two young vagabond women harboring a shocking secret - they are ancient Vampires. Following a bloody clash, the Vampires are suddenly...                ",Richard Lowry,"Greg Travis,Cean Okada,Victoria Steadman,Ryan Quinn Adams"
156,On the Arm,2020.0,151,"
Crime            ",3.8,"
Louis Sareno, a young man born into the Mob, searches for a way out of the only life he's ever known.",Seth Bolyard,"Matt McAllister,Nick Puya,Chris Lazzaro,Kimi Rae Chapman"
157,Genesis Code,2020.0,85,"
Drama, Mystery, Thriller            ",4.2,"
Framed for the murder of his wife, David Harris ""Bryce McLaughlin"" senses Abby ""Elysia Rotaru"" guiding him to evidence to prove his innocence before time runs out.",Bryce McLaughlin,"Bryce McLaughlin,Elysia Rotaru,William 'Big Sleeps' Stewart,Nelson Leis"
158,Bloodhound,2020.0,72,"
Crime, Drama            ",2.6,"
Private investigator Abel Walker (Ackerman) along with his cameraman, Jim (Foy), are on the hunt for a missing woman. As they unravel the mystery of her disappearance, they become caught in a sick and violent game that will end in murder.",Jason Richard Miller,"Ed Ackerman,David Foy,Miles Dougal,Silvia Moore"
159,Here to Mars,2020.0,90,"
Drama, Fantasy            ",,"
A micro-budget 'art drama' about a schizophrenic man who takes his young daughter on a road trip back to his childhood home.",Micah Atkinson,"Jesse Newell,Tiffany Montgomery,Katie Hubbard,Rachel Schrey"
160,Unwitting Deceit,2020.0,72,"
Thriller            ",5.5,"
Tone and Omar, business associates in the world of black market diamond sales, quickly become enemies after a deceitful act. They are forced to set aside their differences in order to ...                ",Nelson J. Davis,"Nelson J. Davis,Damien S. Johnson,Amber Barnes,Kineh N'Goajia"
161,Jiilka,2020.0,110,"
Romance            ",6.7,"
        ",Kaveesh Shetty,"Gopika Dinesh,Priya Hegde,Krishna Murthy Kavatar,Bindhas Murthy"
162,Para toda la muerte,2020.0,76,"
Adventure, Comedy            ",4.8,"
José has spent the last 8 years preparing the exams to become a civil servant in Spain. After his tests, he celebrates with friends and family, only to receive the news that he did not actually secure a place.",Alfonso Sánchez,"María Cabrera,Estefanía de los Santos,Mila Fernández,Alberto López"
163,The Metamorphosis of Ismaila Ba,2020.0,60,"
Drama, Horror            ",,"
The Metamorphosis of Ismaila Ba is the story of two women who meet in a cafe. There is an undeniable attraction, even as each of them sees the depth of the other's pain. Things immediately ...                ",Malik Isasis,"Amina Ben Ismaïl,Kenneth Browning,Arisleyda Dilone,Maria Dyer"
